article,series,series-id,episode,language,category,shop-id,web,data-sets,id-sets,id-sets-confidence,auth-sets
10001335,Die Glubschis,die-glubschis,Miss Crayon auf heißer Spur,de-de,audio-play,437c920e-7184-4fe8-8adb-8fbb4a76af0d,https://tonies.com/de-de/tonies/die-glubschis/miss-crayon-auf-heier-spur/,1,2,1,1
10001336,Planet Omar,planet-omar,Planet Omar,de-de,audio-book,6311e1e9-7d85-4418-8f21-bd6de881457e,https://tonies.com/de-de/tonies/planet-omar/planet-omar/,1,1,1,2
10001337,Sesamstraße,sesamstrasse,Ernies Mitmachmärchen,de-de,audio-play-songs,f771cc9b-b058-4bf4-815e-382391fd2f46,https://tonies.com/de-de/tonies/sesamstrasse/ernies-mitmachmaerchen/,1,1,1,2
10001340,Sleepy Friends,sleepy-friends,Bedtime Stories with Sleepy Bear,en-gb,audio-book,bcec13cb-2320-4ef8-a210-657aa394b4fa,https://tonies.com/en-gb/tonies/sleepy-friends/bedtime-stories-with-sleepy-bear/,1,0,0,0
10001342,We're Going On A Bear Hunt,,,en-us,Tonie,7806506926231,,1,0,0,0
10001343,Giraffes Can't Dance,,,en-us,Tonie,7806566563991,,1,0,0,0
10001344,DC,,Wonder Woman,en-us,Tonie,8032004931735,,1,0,0,0
10001345,Sleepy Friends,,Lullaby Melodies with Sleepy Sheep,en-us,Tonie,7912828469399,,1,0,0,0
10001349,Les Copains Du Dodo,les-copains-du-dodo,Doudou Mouton,fr-fr,music,ce11f0b3-a483-4c3f-8117-2cf11d231b74,https://tonies.com/fr-fr/tonies/les-copains-du-dodo/doudou-mouton/,1,1,0,0
10001352,,,,,,,,1,1,1,1
10001357,Didier Jeunesse,didier-jeunesse,Écoute Et Devine Les Instruments,fr-fr,music,243cd003-f378-4fe1-8c3e-b1f4ef7a0628,https://tonies.com/fr-fr/tonies/didier-jeunesse/ecoute-et-devine-les-instruments/,1,0,0,0
10001359,Favorite Tales,,Spooky Tales,en-us,Tonie,8041066004631,,1,0,0,0
10001366,GoNoodle x tonies® Mindfulness,,,en-us,Tonie,6664641773719,,1,1,0,0
10001367,Der Grolltroll,der-grolltroll,Der Grolltroll – Das Liederalbum,de-de,music,1ef7015c-4d81-4760-984b-7feed57a2478,https://tonies.com/de-de/tonies/der-grolltroll/der-grolltroll/,1,1,0,0
10001368,Disney,disney,Pocahontas,de-de,audio-play,0d8f51eb-a45d-4058-b082-2d458e852d73,https://tonies.com/de-de/tonies/disney/pocahontas/,1,0,0,0
10001371,Cultural Tales,cultural-tales,Black British Tales,en-gb,audio-play,853f6407-f79a-44b6-8f12-7e2bb57ac6e7,https://tonies.com/en-gb/tonies/cultural-tales/black-british-tales/,1,0,0,0
10001377,Lieblings-Märchen,lieblings-maerchen,Rapunzel (Neuauflage 2023),de-de,audio-play,92595e81-6704-4bb4-b4f3-5af0b2fea623,https://tonies.com/de-de/tonies/lieblings-maerchen/rapunzel-neuauflage-2023/,1,0,0,0
10001378,Disney,disney,Schneewittchen und die sieben Zwerge,de-de,audio-play-songs,2c917a4e-081b-455c-9af0-58b4301a10ba,https://tonies.com/de-de/tonies/disney/disney-schneewittchen-und-die-sieben-zwerge-schneewittchen-und-die-sieben-zwerge-dach/,1,0,0,0
10001386,Peter Rabbit,peter-rabbit,Jemima Puddleduck,en-gb,audio-book,0b111820-d33f-49b2-aae1-f7cd0f479caa,https://tonies.com/en-gb/tonies/peter-rabbit/jemima-puddleduck/,1,0,0,0
10001387,Horrible Histories,horrible-histories,Terrible Tudors,en-gb,audio-play,a1afc11e-4028-43a8-983f-aeb0a83faede,https://tonies.com/en-gb/tonies/horrible-histories/terrible-tudors/,1,0,0,0
10001388,Cocomelon,cocomelon,CoComelon,en-gb,music,f1ddb020-6f2f-4215-852d-40eb20096b1f,https://tonies.com/en-gb/tonies/cocomelon/cocomelon/,1,0,0,0
10001396,Disney,disney,Woohoo! / Die Suche nach Atlantis,de-de,audio-play,c7083d07-f05c-4c99-87ef-60ffd0cdaed8,https://tonies.com/de-de/tonies/disney/woohoo-die-suche-nach-atlantis/,1,1,0,0
10001397,Schlummerbande,schlummerbande,"Klassik zum Einschlafen - Träum schön, kleiner Schlummerhase",de-de,music,c8225280-653e-4fa8-904c-566735f77a39,https://tonies.com/de-de/tonies/schlummerbande/klassik-zum-einschlafen-trum-schn-kleiner-schlummerhase/,1,1,0,0
10001398,Super Wings,super-wings,Feuer im Wald,de-de,audio-play,07e14381-a6ea-473b-851c-8c610e97fc75,https://tonies.com/de-de/tonies/super-wings/feuer-im-wald/,1,1,0,0
10001406,Mouk,mouk,Découvre Le Monde Avec Mouk,fr-fr,audio-play,cb8635f6-d118-4ff8-923c-efa46197a79e,https://tonies.com/fr-fr/tonies/mouk/decouvre-le-monde-avec-mouk/,1,0,0,0
10001408,Contes Du Monde,contes-du-monde,Afrique De L'Ouest,fr-fr,audio-book,e8abdc4f-8c26-4912-989d-d0f4fd761dbb,https://tonies.com/fr-fr/tonies/contes-du-monde/afrique-de-l-ouest/,1,0,0,0
10001409,Käpt'n Blaubär,kaept-n-blaubaer,Seemannsgarn,de-de,audio-play,01e07128-8638-462b-899c-e91ffc9de2fb,https://tonies.com/de-de/tonies/kaept-n-blaubaer/seemannsgarn/,1,1,1,1
10001472,PAW Patrol,paw-patrol,Der Piratenschatz,de-de,audio-play,bed6385a-903a-4f26-ab05-bbccf35a14fb,https://tonies.com/de-de/tonies/paw-patrol/der-piratenschatz/,1,1,1,2
10001473,Leos Tag,leos-tag,"Achtung, fertig, Zähneputzen!",de-de,audio-play-songs,e280136f-64ca-4ebb-aa93-29a30334008d,https://tonies.com/de-de/tonies/leos-tag/achtung-fertig-zhneputzen/,1,0,0,0
10001475,Disney,disney,Winnie L'Ourson,fr-fr,audio-play-songs,799ac6f2-89f7-4b5b-b60a-014ae758f218,https://tonies.com/fr-fr/tonies/disney/winnie-l-ourson/,1,0,0,0
10001477,Disney,disney,Vaiana,fr-fr,audio-play-songs,cd78dfd4-cf22-402c-ac9a-bc9af49c75b2,https://tonies.com/fr-fr/tonies/disney/vaiana/,1,0,0,0
10001479,Masha Et Michka,masha-et-michka,Masha,fr-fr,audio-play-songs,d1b4b1df-462f-480b-8b51-0e51dd40d037,https://tonies.com/fr-fr/tonies/masha-et-michka/masha/,1,0,0,0
10001480,Mes Comptines Préférées,mes-comptines-preferees,Pour Apprendre,fr-fr,music,afd9c52b-e6fc-4626-99a6-6d39c35b5d06,https://tonies.com/fr-fr/tonies/mes-comptines-preferees/pour-apprendre/,1,0,0,0
10001481,Pirata Et Capitano,pirata-et-capitano,Pirata,fr-fr,audio-play,d5d0df38-59b4-45a2-b4b2-b77d09a7b069,https://tonies.com/fr-fr/tonies/pirata-et-capitano/pirata/,1,0,0,0
10001482,Club Écolo,club-ecolo,Sauvetages en Terre !,fr-fr,audio-play,7bf5eeb6-1e86-4986-ab39-f7e652f30b5d,https://tonies.com/fr-fr/tonies/club-ecolo/sauvetages-en-terre/,1,0,0,0
10001483,Gloria Glühwürmchen,gloria-gluehwuermchen,Bezaubernde Gutenachtgeschichten,de-de,audio-book,9302d380-cabc-4dc1-a3f5-15d11a5c9967,https://tonies.com/de-de/tonies/gloria-gluehwuermchen/bezaubernde-gutenachtgeschichten/,1,1,0,0
10001484,Lieblings-Märchen,lieblings-maerchen,Rotkäppchen (Neuauflage 2023),de-de,audio-book,231a87e1-6a25-4e2f-ba6e-1a886c7c577d,https://tonies.com/de-de/tonies/lieblings-maerchen/rotkppchen-neuauflage-2023/,1,0,0,0
10001485,Disney,disney,Buh machst du! & 3 weitere Geschichten,de-de,audio-play,85a858dd-5d83-473b-bf02-bbceabc2dfa6,https://tonies.com/de-de/tonies/disney/buh-machst-du-3-weitere-geschichten/,1,1,0,0
10001487,"Vom Fuchs, der ein Reh sein wollte",vom-fuchs-der-ein-reh-sein-wollte,"Vom Fuchs, der ein Reh sein wollte",de-de,audio-play,6684e500-1029-4f26-97ca-36aa72ef59f4,https://tonies.com/de-de/tonies/vom-fuchs-der-ein-reh-sein-wollte/vom-fuchs-der-ein-reh-sein-wollte/,1,1,1,1
10001488,Nasreddin Hodscha,nasreddin-hodscha,Seine ersten Abenteuer,de-de,audio-book,31fec76e-54db-401d-92c6-7d078e07a0b3,https://tonies.com/de-de/tonies/nasreddin-hodscha/seine-ersten-abenteuer/,1,0,0,0
10001489,Die Eule mit der Beule,die-eule-mit-der-beule,"Gute Nacht, kleine Eule",de-de,audio-book-songs,70084fb9-217c-40e2-965d-72882bcb1f14,https://tonies.com/de-de/tonies/die-eule-mit-der-beule/gute-nacht-kleine-eule/,1,0,0,0
10001490,Disney,disney,Tinker Bell,de-de,audio-play,a30c7c2d-23da-4abb-b654-365723f3165c,https://tonies.com/de-de/tonies/disney/tinkerbell/,1,1,1,1
10001491,Didier Jeunesse,didier-jeunesse,Monsieur Mozart,fr-fr,audio-book-songs,eb6959ab-a1b4-4b6d-aedd-ff348d187bb8,https://tonies.com/fr-fr/tonies/didier-jeunesse/monsieur-mozart/,1,0,0,0
10001495,Babar,babar,Les Chasses Au Trésor De Babar,fr-fr,audio-play,b77ccf09-5c8f-4130-90aa-0a453c965518,https://tonies.com/fr-fr/tonies/babar/les-chasses-au-tresor-de-babar/,1,0,0,0
10001496,Ma Pause Zen,ma-pause-zen,Cours Yoga De Sergio Lama,fr-fr,audio-play,dcb58b8b-ee27-467f-a584-9ec14b1655a0,https://tonies.com/fr-fr/tonies/ma-pause-zen/cours-yoga-de-sergio-lama/,1,0,0,0
10001501,Mes Classiques Préférés,mes-classiques-preferes,Le Roman De Renart,fr-fr,audio-play,d185ea55-5b5d-4820-b068-e03fac042d1c,https://tonies.com/fr-fr/tonies/mes-classiques-preferes/le-roman-de-renart/,1,0,0,0
10001502,Disney,disney,Mulan,fr-fr,audio-play-songs,1736ecb5-2f5d-4ef3-bc8e-4b4ae7760da3,https://tonies.com/fr-fr/tonies/disney/mulan/,1,0,0,0
10001505,Molang,molang,Molang 2,fr-fr,audio-play,31332cee-e470-43ab-960b-34ec742b6a03,https://tonies.com/fr-fr/tonies/molang/molang-2/,1,0,0,0
10001506,Miraculous,miraculous,Chat Noir,fr-fr,audio-play,e5c1e83b-2e4c-4b8b-9445-c5e572d2cb23,https://tonies.com/fr-fr/tonies/miraculous/chat-noir/,1,0,0,0
10001509,Simon,simon,Superlapin,fr-fr,audio-play,012b1581-0108-4d5b-a9e5-d6c5a4f63e10,https://tonies.com/fr-fr/tonies/simon/superlapin/,1,0,0,0
10001514,Smokey Bear,,,en-us,Tonie,7953347510423,,1,0,0,0
10001517,Disney,disney,Lilo & Stitch,en-gb,audio-book,69f2cce3-034f-4f14-b5f2-99cf5aa3cef1,https://tonies.com/en-gb/tonies/disney/lilo-stitch/,1,0,0,0
10001518,Gabby's Dollhouse,gabby-s-dollhouse,Gabby's Dollhouse,en-gb,audio-play-songs,8b783a13-9ba8-49ed-bf24-05a848629f5d,https://tonies.com/en-gb/tonies/gabby-s-dollhouse/gabbys-dollhouse/,1,0,0,0
10001520,Favourite Children's Songs,favourite-children-s-songs,Travelling Songs (relaunch),en-gb,music,324f101d-5316-4386-ae73-7bb26064020d,https://tonies.com/en-gb/tonies/favourite-children-s-songs/travelling-songs-relaunch/,2,0,0,0
10001523,Peppa Pig,,George,en-us,Tonie,7629784252567,,1,0,0,0
10001538,Kreativ-Tonie,,Meerjungfrau,de-de,Kreativ-Tonies,,,1,0,0,0
10001539,Kreativ-Tonie,,Polizist (Neuauflage 2022),de-de,Kreativ-Tonies,,,1,0,0,0
10001540,Kreativ-Tonie,,Blanko (Neuauflage 2022),de-de,Kreativ-Tonies,,,1,0,0,0
10001541,Kreativ-Tonie,,Superheld (Neuauflage 2022),de-de,Kreativ-Tonies,,,1,0,0,0
10001542,Kreativ-Tonie,,Fußballer,de-de,Kreativ-Tonies,,,1,0,0,0
10001543,Kreativ-Tonie,,Sängerin (Neuauflage 2022),de-de,Kreativ-Tonies,,,1,0,0,0
10001544,Kreativ-Tonie,,Gitarrist,de-de,Kreativ-Tonies,,,1,0,0,0
10001550,Dr. Seuss,,Green Eggs & Ham,en-us,Tonie,8040230879383,,1,0,0,0
10001588,Les Copains Du Dodo,les-copains-du-dodo,Doudou Nounours,fr-fr,audio-play,b32e297f-191e-4b8f-afbc-7067b5ebe8ef,https://tonies.com/fr-fr/tonies/les-copains-du-dodo/doudou-nounours/,1,0,0,0
10001589,Ma Pause Zen,ma-pause-zen,Séances Méditatives De Max Larelax,fr-fr,audio-book,b338ac50-ea5c-4973-b479-f1615829cef0,https://tonies.com/fr-fr/tonies/ma-pause-zen/seances-meditatives-de-max-larelax/,1,0,0,0
10001642,Disney,disney,Toy Story 2,fr-fr,audio-play-songs,f89f1870-c0d6-4a8d-873b-7eb3f68d55f9,https://tonies.com/fr-fr/tonies/disney/toy-story-2/,1,0,0,0
10001643,Favourite Children's Songs,favourite-children-s-songs,Counting Songs (relaunch),en-gb,music,d668e434-d086-41d6-b43c-5966a2ab5244,https://tonies.com/en-gb/tonies/favourite-children-s-songs/counting-songs-relaunch/,1,0,0,0
10001645,Planet Omar,planet-omar,Accidental Trouble Magnet,en-gb,audio-book,fba383a4-e695-4ccb-8de9-2ed4d45e03f3,https://tonies.com/en-gb/tonies/planet-omar/planet-omar-accidental-trouble-magnet/,1,0,0,0
10001646,Favourite Children's Songs,favourite-children-s-songs,Sing-a-long Songs (relaunch),en-gb,music,626b04ee-a2ad-48c0-bc7c-fc142e9de05f,https://tonies.com/en-gb/tonies/favourite-children-s-songs/sing-a-long-songs-relaunch/,1,0,0,0
10001650,Angelina Ballerina,angelina-ballerina,Angelina Ballerina,en-gb,audio-book,9fa43d8f-828f-4117-80ed-fbc18169dd1d,https://tonies.com/en-gb/tonies/angelina-ballerina/angelina-ballerina/,1,0,0,0
10001651,Paw Patrol,paw-patrol,Rubble,en-gb,audio-play,93eb1645-25e5-4c76-bd6d-91ff0503bf52,https://tonies.com/en-gb/tonies/paw-patrol/rubble/,1,0,0,0
10001652,The Large Family Series,the-large-family-series,The Large Family,en-gb,audio-book,23f0cc60-9271-4d11-8bb4-3fd2e766b997,https://tonies.com/en-gb/tonies/the-large-family-series/the-large-family-series/,1,0,0,0
10001653,Malory Towers,malory-towers,First Term at Malory Towers,en-gb,audio-book,64c38824-8380-4977-854d-3b3253bfd511,https://tonies.com/en-gb/tonies/malory-towers/first-term-at-malory-towers/,1,0,0,0
10001654,Percy the Park keeper,percy-the-park-keeper,Percy,en-gb,audio-book,15308195-81c1-4e98-9734-e73f77b7b8d9,https://tonies.com/en-gb/tonies/percy-the-park-keeper/percy/,1,0,0,0
10001657,Les Copains Du Dodo,les-copains-du-dodo,Doudou Lapinou,fr-fr,music,faac4e19-c7b9-4b48-b1a7-29dccb8b269c,https://tonies.com/fr-fr/tonies/les-copains-du-dodo/doudou-lapinou/,1,0,0,0
10001658,Astérix,asterix,Astérix Légionnaire,fr-fr,audio-play,4a076ecb-039a-48be-ac1b-036573133d78,https://tonies.com/fr-fr/tonies/asterix/asterix-legionnaire/,1,0,0,0
10001659,Astérix,asterix,Astérix Et Cléopâtre,fr-fr,audio-play,9a13b748-2d84-4956-9ed4-6e0a9cfc8728,https://tonies.com/fr-fr/tonies/asterix/asterix-et-cleopatre/,1,0,0,0
10001660,Les Contes Déglingués,les-contes-deglingues,Du Grand Méchant Loup,fr-fr,audio-play,b718f578-8a54-4cc4-8415-e6682caa08f6,https://tonies.com/fr-fr/tonies/les-contes-deglingues/du-grand-mechant-loup/,1,0,0,0
10001661,La Pat' Patrouille,la-pat-patrouille,Ruben,fr-fr,audio-play,21e72def-75cd-42cd-bc9d-f02e4b5d9dbf,https://tonies.com/fr-fr/tonies/la-pat-patrouille/ruben/,1,0,0,0
10001664,Clem & Pathie,clem-pathie,Les Super-Sensibles,fr-fr,audio-play-songs,88e13e68-149c-46e8-aea1-1971985459f7,https://tonies.com/fr-fr/tonies/clem-pathie/les-super-sensibles/,1,0,0,0
10001674,Spidey Et Ses Amis Extraordinaires,spidey-et-ses-amis-extraordinaires,Spidey,fr-fr,audio-play-songs,78c524ce-a4c1-45fe-b515-cfd762894a5e,https://tonies.com/fr-fr/tonies/spidey-et-ses-amis-extraordinaires/spidey/,1,0,0,0
10001675,"Furzipups, der Knatterdrache",furzipups-der-knatterdrache,Furzipups - 3 Geschichten und 6 Songs,de-de,audio-play-songs,58e1a649-d43d-4d27-8687-049bbd2b4df2,https://tonies.com/de-de/tonies/furzipups-der-knatterdrache/furzipups-3-geschichten-und-6-songs/,1,0,0,0
10001677,Die Schlümpfe,die-schluempfe,Ein unwiderschlumpfliches Lächeln & 3 weitere schlumpfige Abenteuer,de-de,audio-play,6b69102e-54d7-4854-8498-138ed540b6c3,https://tonies.com/de-de/tonies/die-schluempfe/ein-unwiderschlumpfliches-lcheln-3-weitere-schlumpfige-abenteuer/,1,1,1,1
10001680,Disney,disney,Dornröschen,de-de,audio-play,bb0b251f-3b82-4367-bfdd-45d0c6e55bc9,https://tonies.com/de-de/tonies/disney/dornrschen/,1,1,1,1
10001681,Mama Muh,mama-muh,Mama Muh und die Krähe,de-de,audio-play,bd9514fe-ff6c-44d5-b6db-cec1f855560e,https://tonies.com/de-de/tonies/mama-muh/mama-muh-und-die-krhe/,1,1,1,1
10001683,Woozle Goozle,woozle-goozle,Luft & Elektrizität,de-de,audio-play,6aae74fc-1456-42a0-9f5b-4995fe99cc90,https://tonies.com/de-de/tonies/woozle-goozle/luft-elektrizitt/,1,1,0,0
10001684,Zoés Zauberschrank,zoes-zauberschrank,Eule / Regenbogenrätsel / Schatz Ahoi / Farbe Rosa,de-de,audio-play,0aff8f77-8e0f-4231-af87-a5b2458d7cb4,https://tonies.com/de-de/tonies/zoes-zauberschrank/eule-regenbogenrtsel-schatz-ahoi-farbe-rosa/,1,1,1,1
10001685,DIKKA,dikka,Oh Yeah!,de-de,music,45360f19-f88d-43d1-ac82-4646436d91cc,https://tonies.com/de-de/tonies/dikka/oh-yeah/,1,1,1,1
10001686,Asterix,asterix,Die goldene Sichel,de-de,audio-play,c5075d5c-9596-4f19-99be-3aeb123695ab,https://tonies.com/de-de/tonies/asterix/die-goldene-sichel/,1,0,0,1
10001690,Peppa Pig,peppa-pig,Gute-Nacht Geschichten mit Peppa,de-de,audio-play,da3eeda1-394f-4dec-b23a-f6f0e14e8dd0,https://tonies.com/de-de/tonies/peppa-pig/gute-nacht-geschichten-mit-peppa/,1,1,0,0
10001691,Caillou,caillou,Sternschnuppen und weitere Geschichten,de-de,audio-play,821d2e7c-7df6-4d70-96ef-09f2cdc2d189,https://tonies.com/de-de/tonies/caillou/sternschnuppen-und-weitere-geschichten/,1,0,0,0
10001693,Rolf Zuckowski,rolf-zuckowski,Rolfs Hasengeschichte,de-de,audio-book-songs,60f9f424-d22f-438c-9b30-2cc87f3a71e7,https://tonies.com/de-de/tonies/rolf-zuckowski/rolfs-hasengeschichte/,1,2,1,1
10001697,Ask the StoryBots,,Beep,en-us,Tonie,8031929139351,,1,0,0,0
10001708,Disney,disney,Lilo & Stitch,de-de,audio-play,45e2b9ff-f3fe-4fb7-a83e-c9a261047a88,https://tonies.com/de-de/tonies/disney/lilo-stitch/,1,0,0,0
10001711,Maestro,,,en-us,Tonie,8072079147159,,1,0,0,0
10001714,PAW Patrol,,Rubble,en-us,Tonie,7806540546199,,1,0,0,0
10001721,Lieblings-Kinderlieder,lieblings-kinderlieder,Zähllieder (Neuauflage 2023),de-de,music,29d55713-bf65-4996-8b27-693505ef6085,https://tonies.com/de-de/tonies/lieblings-kinderlieder/zhllieder-neuauflage-2023/,1,0,0,0
10001722,Miraculous,miraculous,Der Betrüger / Der Valentinstag,de-de,audio-play,f8f55746-b079-41b7-b872-30979711e4f5,https://tonies.com/de-de/tonies/miraculous/der-betrger-der-valentinstag/,1,1,1,2
10001724,Club Écolo,club-ecolo,Sauvetages En Mer !,fr-fr,audio-play,5fc8a845-873d-4bec-b5b7-b1b91ee10e3c,https://tonies.com/fr-fr/tonies/club-ecolo/sauvetages-en-mer/,1,0,0,0
10001727,Mes Classiques Préférés,mes-classiques-preferes,Peter Pan Et 2 Autres Classiques,fr-fr,audio-play,d8f7f86b-7b0f-47c6-81c0-de7290a2faf2,https://tonies.com/fr-fr/tonies/mes-classiques-preferes/peter-pan-et-2-autres-classiques/,1,0,0,0
10001764,Favorite Children’s Songs,,Holiday Songs 2,en-us,Tonie,8072072659095,,1,0,0,0
10001765,Healthy Habits,,,en-us,Tonie,7955212730519,,1,0,0,0
10001766,Halloween & Spooky Songs,,,en-us,Tonie,7772295594135,,1,0,0,0
10001775,Mes Classiques Préférés,mes-classiques-preferes,Les Trois Mousquetaires,fr-fr,audio-play,26499671-8490-4ef5-80a3-9e723644ddf6,https://tonies.com/fr-fr/tonies/mes-classiques-preferes/les-trois-mousquetaires/,1,0,0,0
10001776,Favorite Masterpieces,,The Nutcracker,en-us,Tonie,8072076656791,,1,0,0,0
10001786,Peppa Pig,,Peppa's Bedtime Stories,en-us,Tonie,8006996394135,,1,0,0,0
10001787,Disney,,Lady and the Tramp,en-us,Tonie,8072083144855,,1,0,0,0
10001788,Disney,,Tigger,en-us,Tonie,8057957810327,,1,0,0,0
10001797,Steiff Soft Cuddly Friends mit Hörspiel,steiff-soft-cuddly-friends-mit-hoerspiel,Hoppie Rabbit,en-gb,audio-play,feab76bc-fa31-416c-975b-3f640eacfdfb,https://tonies.com/en-gb/tonies/steiff-soft-cuddly-friends-mit-hoerspiel/hoppie-rabbit/,1,0,0,0
10001798,Steiff Soft Cuddly Friends mit Hörspiel,steiff-soft-cuddly-friends-mit-hoerspiel,Jimmy Bear,en-gb,audio-play,30fa74a8-268a-47f4-a116-007cde365fd6,https://tonies.com/en-gb/tonies/steiff-soft-cuddly-friends-mit-hoerspiel/jimmy-bear/,1,0,0,0
10001799,Steiff Soft Cuddly Friends mit Hörspiel,steiff-soft-cuddly-friends-mit-hoerspiel,Lita Lamb,en-gb,audio-play,60b45f04-2ad0-46b7-8b76-56206a96d60b,https://tonies.com/en-gb/tonies/steiff-soft-cuddly-friends-mit-hoerspiel/lita-lamb/,1,0,0,0
10001826,LeVar Burton,,,en-us,Tonie,6978548727959,,1,1,1,1
10001830,Word Party Presents,,Math!,en-us,Tonie,8007349731479,,1,0,0,0
10001831,Les Schtroumpfs,les-schtroumpfs,L'Apprenti Schtroumpf Et 2 Autres Histoires,fr-fr,audio-play,146d3f06-02ac-4c55-ac44-c31e2b85fa31,https://tonies.com/fr-fr/tonies/les-schtroumpfs/l-apprenti-schtroumpf-et-2-autres-histoires/,1,0,0,0
10001845,Kreativ-Tonie,,Feuerwehrmann (Neuauflage 2022),de-de,Kreativ-Tonies,,,1,0,0,0
10001846,Kreativ-Tonie,,Sleepy,de-de,Kreativ-Tonies,,,1,0,0,0
10001870,Pete the Cat,,Rock On!,en-us,Tonie,7806556897431,,1,0,0,0
10001872,PAW Patrol,,Everest,en-us,Tonie,7926752051351,,1,0,0,0
10001875,Disney,disney,Sleeping Beauty,en-gb,audio-play-songs,4ebac6dc-cb0d-4a63-8117-f4dcdb5f1555,https://tonies.com/en-gb/tonies/disney/sleeping-beauty/,1,0,0,0
10001876,Worldwide Tales,worldwide-tales,West African Tales,en-gb,audio-play,65e8362d-d9ee-4888-ace8-8fa19397b1c6,https://tonies.com/en-gb/tonies/worldwide-tales/west-african-tales/,1,0,0,0
10001877,Conservation Crew,conservation-crew,Rescues at Sea with Bobby the Sea Turtle,en-gb,audio-play,b8bce442-6926-434a-98a3-42050c2ec09a,https://tonies.com/en-gb/tonies/conservation-crew/rescues-at-sea-with-bobby-the-sea-turtle/,1,0,0,0
